Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,21,ESP,GM,h4parah5,Jaime Santos Latasa,2934,W163B,W373W,W102B,W475W,W426B,D4W,W18W,W23B,W25B,W7W,L3W,9.5,72,74,60,0,9,5,2880
2,7,USA,GM,jefferyx,Jeffery Xiong,3067,W311B,W446W,W441B,W61W,D412B,W8W,D21W,D37B,W411B,W18W,W4B,9.5,70,73.5,62.5,0,8,4,2870
3,2,USA,GM,Hikaru,Hikaru Nakamura,3276,W489W,W103B,W135W,D39B,W462W,L21B,W101W,W418B,W409B,W20W,W1B,9.5,68.5,71.5,59.75,0,9,4,2856
4,6,MDV,GM,FairChess_on_YouTube,Dmitry Andreikin,3064,W437W,W181B,W128W,W38B,W93W,D1B,W56W,D7B,W21W,W13B,L2W,9,77,81.5,62.75,0,8,3,2909
5,8,UZB,GM,Javokhir_Sindarov05,Javokhir Sindarov,3126,W186W,W444B,W54W,W24B,W6W,L409B,L30W,W129B,W418W,W57W,W15B,9,72.5,76.5,61.5,0,9,4,2835
6,41,CHL,GM,ViIIagra,Cristobal Henriquez,2943,W252B,W63W,W62B,W492W,L5B,W128W,L19B,W26W,W416W,W58B,W28B,9,70.5,73.5,56.5,0,9,4,2794
7,20,VNM,GM,wonderfultime,Tuan Minh Le,3088,W188W,W539B,W148W,W443B,W124W,W424B,W409W,D4W,W20B,L1B,D8W,9,69.5,71.5,53,0,8,4,2851
8,53,ISR,GM,Nitzan_Steinberg,Nitzan Steinberg,2911,W228B,W144W,W509B,D213W,W411W,L2B,W60B,W423W,W56B,W408W,D7B,9,68,70.5,54,0,8,4,2848
9,49,CHL,GM,K_A_S_T_O_R,Rodrigo Vasquez,2838,W552B,W184W,W59B,W448W,L410B,W66W,L417W,W428B,W125B,W25W,W21B,9,63,65,52.5,0,9,5,2764
