Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,12,MEX,GM,Jospem,Jose Martinez,3073,W134B,W88W,W30B,W527W,W471B,W62W,W14B,D2W,D23B,W21B,W13W,10,77.5,80.5,71.5,0,9,5,2947
2,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W160W,W599B,W497W,W49B,W22W,W289W,W12B,D1B,W21W,W5B,D6W,10,75.5,77.5,68,0,9,4,2949
3,33,POL,IM,Kacparov,Kacper Drozdowski,2991,W267W,W125B,W110W,D109W,W82B,D23B,W64W,L37W,W69B,W45W,W21B,9,72,77,61.75,0,8,4,2825
4,7,IND,GM,GHANDEEVAM2003,Arjun Erigaisi,3044,W710W,W537B,W24W,D8B,W475W,L65B,W476W,W28W,W52B,W16W,D9B,9,71,71,55,0,8,2,2860
5,45,IND,GM,Vaathi_Coming,Aravindh Chithambaram,2934,W587B,W586W,W115B,W145W,L62W,W24B,W111W,W12W,W37B,L2W,W23B,9,70.5,72.5,55.5,0,9,5,2854
6,3,ROU,GM,BogdanDeac,Bogdan Daniel Deac,3106,W255W,W206B,W40W,L471B,W172W,W472B,W480W,W22B,D26W,W14B,D2B,9,70,75,60,0,8,4,2872
7,9,USA,GM,DanielNaroditsky,Daniel Naroditsky,3181,W241W,W407B,W36W,D32B,L472B,W148W,W116B,W475W,W29W,D8B,W22W,9,69.5,72.5,58.5,0,8,2,2801
8,72,IND,GM,youngKID,Karthikeyan Murali,2892,W216B,W607W,W146B,D4W,L473B,W169W,W114B,W55W,W466B,D7W,W33W,9,69.5,71.5,57,0,8,4,2864
9,18,SVN,GM,Anton_Demchenko,Anton Demchenko,2898,W455B,D622W,W333B,W562B,D32W,W31B,W202W,W11W,D16B,W41W,D4W,9,63.5,63.5,50,0,7,4,2795
10,32,BIH,IM,mbojan,Bojan Maksimović,2948,W711B,W199W,L145B,W431B,W200W,L41B,W61W,W62W,W70B,W66B,W37W,9,63,63,49.5,0,9,4,2732
11,79,CHL,GM,K_A_S_T_O_R,Rodrigo Vasquez,2838,W295W,W634B,W144B,L12W,W537B,W504W,W485W,L9B,W50W,W465W,W27B,9,62.5,63.5,46,0,9,4,2814
12,11,PER,IM,MITerryble,Renato Terry,3002,W131W,W644B,W153W,W11B,W18W,W202B,L2W,L5B,W64W,D20B,W51W,8.5,77.5,78.5,55.25,0,8,3,2876
13,4,UZB,GM,Javokhir_Sindarov05,Javokhir Sindarov,3126,W567B,W73W,W46B,W28W,W51B,L25W,W63B,D466W,W65B,W26W,L1B,8.5,76.5,79,57.75,0,8,5,2882
14,27,SRB,GM,mishanick,Aleksei Sarana,3038,W444W,D498B,W121B,W34W,W149B,W109W,L1W,W68B,W15W,L6W,W41B,8.5,73.5,74.5,53.25,0,8,4,2806
15,63,RUS,GM,Vladimir_Zakhartsov,Vladimir Zakhartsov,2908,W208W,W404B,W19W,D23B,W113W,W42B,L65W,W119B,L14B,W53W,W47W,8.5,73,76,56.5,0,8,3,2797
16,57,FRA,GM,baki83,Etienne Bacrot,2889,W223W,W647B,W114W,W143B,L21W,W30B,W62B,W469W,D9W,L4B,W40W,8.5,72.5,73.5,52,0,8,4,2818
17,41,BLR,FM,TrahtarBelarus,Artiom Stribuk,2871,W226W,W120B,W163W,L62B,W117W,W69B,L41W,W24B,D40W,W83B,W43B,8.5,70.5,76,57.75,0,8,5,2722
18,58,KAZ,FM,Eagle_2019,Mamedov Edgar,2902,W211B,W54W,W492B,W332W,L12B,W150W,L50B,W46W,W36B,D44W,W42W,8.5,70.5,74.5,54.75,0,8,3,2723
19,209,RUS,IM,tsvet2005,Andrey Tsvetkov,2859,W669B,W437W,L15B,W583W,W540B,D20W,L66B,W60W,W58B,W52W,W49W,8.5,60,61,41.25,0,8,3,2764
20,64,USA,GM,TigrVShlyape,Gata Kamsky,2866,W611B,L144W,W551B,W529B,W531W,D19B,W115W,W239B,D25W,D12W,W44B,8.5,59.5,61.5,43,0,7,5,2738
21,8,RUS,IM,Rud_Makarian,Rudik Makarian,3031,W181B,W251W,W433B,W66W,W16B,W63B,W25W,W65B,L2B,L1W,L3W,8,77.5,79.5,50.5,0,8,5,2917
22,51,POL,IM,klimkoj,Jan Klimkowski,2927,W215W,W156B,W563W,W521W,L2B,W467B,W70W,L6W,W48B,W39W,L7B,8,72,74.5,46.5,0,8,3,2836
23,2,MDV,GM,FairChess_on_YouTube,Dmitry Andreikin,3064,W683B,W264W,W501B,D15W,W484B,D3W,W481W,W29B,D1W,D33B,L5W,8,72,72,45.25,0,6,4,2878
24,135,IND,CM,Chera_Chola_Pandya_in2024,Aakash G,2594,W260W,W550B,L4B,W86W,W210B,L5W,W134B,L17W,W146B,W131W,W84B,8,70,73,46.5,0,8,5,2711
25,37,DEU,GM,rasmussvane,Rasmus Svane,2941,W571W,W242B,W518W,W70B,W64W,W13B,L21B,D41W,D20B,L37W,W74B,8,70,72.5,48.5,0,7,4,2833
26,38,SWE,GM,Grandelicious,Nils Grandelius,2961,W553B,L146W,W554B,W120W,W154B,W40W,W45B,W50W,D6B,L13B,D28W,8,69.5,72.5,49.5,0,7,4,2777
27,26,NOR,GM,AryanTari,Aryan Tari,2977,W171B,W542W,W154B,L64B,W79W,L45W,W495B,W74W,W31B,W63W,L11W,8,69.5,72.5,49,0,8,4,2754
28,69,RUS,GM,alexrustemov,Alexander Rustemov,2852,W250W,W312B,W81W,L13B,W530B,D114W,W83W,L4B,W200W,W55W,D26B,8,68.5,71.5,46.75,0,7,2,2801
29,56,FRA,IM,scarabee43,Marco Materia,2909,W608B,W271W,W118B,D172W,W498W,W35B,W128W,L23W,L7B,D34W,W62B,8,68.5,70.5,46.5,0,7,4,2802
30,150,HUN,IM,DragonB70,Nhat Minh To,2723,W170B,W165W,L1W,W541B,W201W,L16W,L107B,W284B,W127W,W143B,W66W,8,67,70,45,0,8,4,2646
