Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,2,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W166B,W306W,D19B,W69W,W120B,W506W,W45B,W46B,W14W,D3W,W6B,10,74.5,79,70.25,0,9,5,2936
2,40,USA,GM,jefferyx,Jeffery Xiong,3067,W726B,D598W,W117W,D70B,W98W,W534B,W492W,W49W,W24B,W14B,D3W,9.5,67,67,57.75,0,8,4,2867
3,3,USA,GM,HansOnTwitch,Hans Niemann,3128,W323W,W556B,W176W,W47B,W497W,W7B,W44W,L14B,W15W,D1B,D2B,9,77,80.5,62.25,0,8,3,2983
4,21,RUS,GM,dropstoneDP,David Paravyan,2992,W218W,D137B,D161W,W598B,W159W,D54W,W18B,W21W,W48B,D8W,W35B,9,73,75.5,61,0,7,4,2813
5,46,TUR,GM,SantoBlue,Vahap Sanal,2963,W126B,W549W,L34B,W171W,W402B,W536W,W28B,W73W,W37W,L6B,W27B,9,68.5,71.5,54.5,0,9,4,2819
6,38,UKR,GM,GOGIEFF,Anton Korobov,3030,W623B,W132W,L354B,W578W,W157B,W75W,W68B,W36W,W39B,W5W,L1W,9,68.5,70.5,56.5,0,9,4,2839
7,27,IRN,IM,Sina_Movahed,Sina Movahed,3044,W215W,W613B,W206W,W510B,W501W,L3W,L127B,W41W,W496B,W492W,W30B,9,66,68,52.5,0,9,4,2859
8,49,UZB,IM,AlmasRakhmatullaev,Almas Rakhmatullaev,2882,W250W,W468B,W157W,W566B,L499W,W70B,W71W,W493B,D44W,D4B,W24B,9,65.5,66.5,52.25,0,8,5,2890
9,52,RUS,GM,Prizant_academy,Ivan Zemlyanskii,3183,D160B,W694W,D598B,W132W,W104B,W161W,W121B,D25W,W494B,W44B,D12W,9,65.5,66,53.25,0,7,4,2829
10,34,VNM,GM,wonderfultime,Tuan Minh Le,3088,W640B,W171W,D390B,W555B,W19W,L26B,W512W,W63W,W69B,D27W,W31B,9,65,67,53.25,0,8,4,2816
11,63,UKR,GM,VitaliyBernadskiy,Vitaliy Bernadskiy,2867,W610W,W191B,W503W,W528W,L45B,L213B,W104W,W156B,W88W,W493B,W37W,9,63.5,65.5,52.5,0,9,3,2774
12,30,CZE,GM,FormerProdigy,David Navara,2933,W446B,W581W,W90B,D518W,W554B,W521W,L26B,W54W,W16B,W25W,D9B,9,63.5,65.5,50.75,0,8,4,2880
