Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W466W,W46B,W90W,W39B,W43W,W3B,W20W,D4B,W12B,W22W,D7B,10,80.5,82.5,73.5,0,9,4,2977
2,159,USA,GM,FabianoCaruana,Fabiano Caruana,3101,U--,W239B,W113W,W237B,W422W,W255B,W24W,W347B,D17W,W12B,W8W,9.5,58,61,56.75,0,9,5,2825
3,26,AZE,GM,vugarrasulov,Vugar Rasulov,2933,W434B,W126W,W170B,W38B,W88W,L1W,W55B,W14W,L4W,W63B,W20W,9,75,78,59,0,9,5,2919
4,4,FRA,GM,Firouzja2003,Alireza Firouzja,3188,W540B,W480W,W26B,W24W,W377B,D35W,W53B,D1W,W3B,L7W,W15B,9,73,73,55.25,0,8,6,2981
5,14,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3111,W380B,W386W,D205B,W41B,W45W,D12B,L8W,W55W,W57B,W30W,W21B,9,71,75,59.75,0,8,4,2844
6,2,CHL,GM,nihalsarin,Nihal Sarin,3211,W448B,W320W,W346B,W64W,L15B,W40W,W35B,L12W,W33W,W54B,W22W,9,71,72,55,0,9,4,2930
7,8,MDV,GM,FairChess_on_YouTube,Dmitry Andreikin,3064,W508B,W326W,L21B,W92W,W355B,W350W,W39B,D15W,W37B,W4B,D1W,9,69.5,70.5,53.25,0,8,5,2902
8,52,MNE,GM,Kiborg95,,2839,W44B,W392W,W184B,L11W,W60B,W116W,W5B,D344B,W13W,W17B,L2B,8.5,76,80,58.75,0,8,5,2891
9,10,SRB,GM,mishanick,Aleksei Sarana,3038,W56B,W182W,W99B,D354B,D28W,W121W,D25B,W10W,L15B,W59W,W43W,8.5,72.5,77.5,58.25,0,7,2,2861
10,37,CHE,GM,Paralinch,Daniil Lintchevski,2923,W178W,D94B,W47W,W122B,D36B,W69W,D344W,L9B,W170W,W52B,W42B,8.5,70,75,56.25,0,7,3,2851
11,11,ROU,GM,BogdanDeac,Bogdan Daniel Deac,3106,W164W,W131B,W55W,W8B,L12B,W363W,L19B,W205W,D88W,W38B,W37W,8.5,70,75,55.25,0,8,3,2852
12,38,INT,GM,Zhigalko_Sergei,Sergei Zhigalko,2912,W575B,W505W,W406B,W378B,W11W,D5W,W42B,W6B,L1W,L2W,W36B,8.5,69.5,69.5,45.5,0,8,6,3008
13,17,RUS,IM,Rud_Makarian,Rudik Makarian,3031,W349W,W297B,W69W,L19B,W119W,D26B,W165W,W354B,L8B,W88W,W45B,8.5,68.5,71.5,51,0,8,3,2828
14,5,UZB,GM,Javokhir_Sindarov05,Javokhir Sindarov,3126,W155W,W160B,L378W,W156B,W68W,W379B,W27W,L3B,W24B,D35W,W19B,8.5,68,72,55.25,0,8,5,2841
15,31,USA,GM,DominguezOnYoutube,Leinier Dominguez Perez,2968,W440W,W427B,W458W,W363B,W6W,L53W,W109B,D7B,W9W,W16B,L4W,8.5,68,70,49.5,0,8,4,2946
16,53,RUS,GM,kuli4ik,Mikhail Demidov,2916,W196W,W50B,W181W,L53B,W182W,W115B,D66B,W353W,W345B,L15W,W40W,8.5,65.5,70.5,51.5,0,8,3,2855
17,25,HUN,GM,Sanan_Sjugirov,Sanan Sjugirov,2931,W507W,W112B,L373W,W428B,W114W,W384B,W34W,W36W,D2B,L8W,W39W,8.5,64.5,65.5,47.75,0,8,3,2834
18,58,ITA,GM,moro182,Luca Moroni Jr,2901,W135W,W469B,W374W,W415B,W353W,L20W,L22B,W117B,D344W,W85B,W35B,8.5,61.5,63.5,44.25,0,8,5,2852
19,55,ESP,GM,platy3,Alan Pichot,3018,W387W,W93B,W362B,W13W,D40W,D23B,W11W,W20B,L22B,W53W,L14W,8,75.5,79.5,55.25,0,7,3,2985
