Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,18,TUV,GM,ChristopherYoo,Christopher Woojin Yoo,3026,W128W,W82B,W43W,W84B,W312W,L3B,W313W,W311W,W10B,W13W,D8W,9.5,72.5,78,64.5,0,9,3,2935
2,5,MEX,GM,Jospem,Jose Martinez,3073,W348B,W290W,W51B,D42W,W35B,W317W,L13W,W53B,W30W,W11B,W3W,9.5,71,72,60.5,0,9,5,2936
3,1,USA,GM,Hikaru,Hikaru Nakamura,3276,W275B,W427W,W332B,W17W,W5B,W1W,W44B,D13W,D6B,W4W,L2B,9,75.5,76.5,58.5,0,8,4,2997
4,10,PER,IM,MITerryble,Renato Terry,3002,W76W,W428B,D376W,W39W,D27B,W31B,W22W,W61B,W5W,L3B,W21W,9,73,74,59.75,0,8,3,2900
5,26,IND,GM,Vaathi_Coming,Aravindh Chithambaram,2934,W461W,W96B,W99W,W323B,L3W,W51B,W312W,W44W,L4B,W308W,W15W,9,70,70,52,0,9,3,2908
6,2,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W397W,W430B,L327W,W190B,W52W,W11W,W14B,W7B,D3W,D15B,W18W,9,68.5,69.5,56.5,0,8,4,2916
7,19,INT,GM,artooon,Pranesh M,3071,W501B,W158W,L72B,W395W,W49B,W337W,W24B,L6W,W31B,W26B,W13W,9,65,65,49.5,0,9,5,2835
8,15,USA,GM,SpeedofLight0,Andrew Hong,3111,W460B,W421W,W342B,W95W,D314W,W34B,D15W,D30B,W17W,W44W,D1B,9,64.5,64.5,49,0,7,3,2900
9,105,USA,IM,WorriedEgg,Aaron Jacobson,3001,W438W,W194B,L30B,D368W,D170B,W76W,W152B,W41W,W35W,W61B,W14B,9,61.5,62.5,51,0,8,4,2720
10,3,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3111,W83B,D73W,W75B,W308W,W32B,L14W,W19B,W33W,L1W,W48B,W27W,8.5,75.5,82,61.25,0,8,5,2867
11,41,UKR,GM,VitaliyBernadskiy,Vitaliy Bernadskiy,2867,W152B,W341W,D371B,W36W,W339W,L6B,W60W,W316W,W309B,L2W,W44B,8.5,65,67.5,47.75,0,8,3,2867
12,38,USA,IM,chenxiaoyuer,Ryo Chen,2907,D378W,W455B,D55W,W98B,W228W,W43W,D316B,L309W,W75W,W72B,W30W,8.5,59,59.5,45.5,0,7,3,2768
13,7,RUS,GM,Duhless,Daniil Dubov,3122,W340B,W59W,W48B,W28W,W30B,W16W,W2B,D3B,D15W,L1B,L7B,8,82.5,86.5,59.5,0,7,4,2986
14,17,RUS,IM,Rud_Makarian,Rudik Makarian,3031,W101B,W325W,W359B,W72W,D33B,W10B,L6W,W32B,D21W,W28B,L9W,8,75,78,52.25,0,7,5,2883
15,6,BLR,GM,DenLaz,Denis Lazavik,3104,W375W,W64B,W383W,D336B,W21W,W33W,D8B,W16W,D13B,D6W,L5B,8,72,74,50,0,6,1,2953
16,22,ESP,GM,Fandorine,Maksim Chigaev,2933,W404W,W79B,W54W,W354B,W31W,L13B,W27W,L15B,L28B,W42W,W51W,8,70,72,48,0,8,2,2859
17,55,RUS,IM,Alexander_Khlebovich,Alexander Khlebovich,2851,W274B,W258W,W130W,L3B,W96W,D86B,W38B,W23W,L8B,D47W,W50B,8,68.5,70.5,45.75,0,7,3,2822
18,14,USA,GM,OparinGrigoriy,Grigoriy Oparin,3086,W462W,W88B,D202W,D56B,W50W,D327B,D42W,W29B,W312W,W51B,L6B,8,66.5,66.5,46,0,6,3,2829
19,42,ISR,GM,evgchess5,Evgeny Alekseev,2903,W115W,W121B,L49W,W139B,D338W,W319B,L10W,W73B,W94B,D37W,W52B,8,65.5,69.5,48.25,0,7,6,2725
20,16,RUS,GM,dropstoneDP,David Paravyan,2992,W136W,D55B,D390W,W130B,W323W,W95B,D310W,D35B,D42W,W32B,D23W,8,65.5,67.5,48.5,0,5,3,2781
21,47,FRA,IM,kingofthenil,Mahel Boyer,2909,W131B,W157W,D319B,W73W,L15B,W326W,W328W,W317B,D14B,W36W,L4B,8,65,69.5,45.75,0,7,2,2807
22,35,ESP,GM,jcibarra,José Carlos Ibarra Jerez,2970,W405B,W363W,L331B,W45W,W64B,W56W,L4B,W50W,L308B,W85W,W43B,8,65,67,46.5,0,8,3,2739
23,33,RUS,CM,stollenmonster,Egor Baskakov,2921,W112B,W423W,D36B,W108W,D336W,D72B,W202W,L17B,W84W,W34B,D20B,8,64.5,65.5,44.5,0,6,2,2798
24,49,BRA,GM,GMKrikor,Krikor Sevag Mekhitarian,2790,W124B,W361W,L74B,W344W,W103B,W105W,L7W,L36B,W161B,W102W,W68W,8,63,66,43,0,8,3,2674
25,27,BIH,IM,mbojan,Bojan Maksimović,2948,W302B,W62W,L354B,W129W,L67B,W191B,W64W,W52B,L26W,W63B,W48W,8,63,63,45,0,8,4,2690
26,77,USA,FM,Joshukid,Joshua Colas,2764,W167B,W164W,L316W,W226B,W110W,W335B,L61W,W321B,W25B,L7W,W46B,8,61.5,65.5,44,0,8,6,2840
27,52,AZE,FM,ilqar_74,Rustam Rustamov,2841,W263W,W395B,D373W,W326B,D4W,W59B,L16B,W108W,W93B,W45W,L10B,8,61.5,63.5,41.25,0,7,4,2747
28,61,POL,IM,Szparu,Miłosz Szpar,2873,W463B,W422W,W189B,L13B,W62W,L316B,W55W,W324B,W16W,L14W,W45B,8,61,61,39.5,0,8,4,2769
29,81,USA,IM,GothamChess,Levy Rozman,2835,L189B,W485W,L368W,W149B,W131W,W366W,W341B,L18W,W135B,W83B,W47W,8,52.5,52.5,37,0,8,4,2610
30,30,MNE,GM,Kiborg95,,2839,W503W,W135B,W9W,W49B,L13W,W66B,W321B,D8W,L2B,W310W,L12B,7.5,75,75,44.5,0,7,4,2893
31,62,USA,FM,TanitoluwaAps116,Tanitoluwa Adewumi,2863,W116W,W45B,W322W,W316B,L16B,L4W,W68B,W102W,L7W,W55B,D37B,7.5,72,77,47.25,0,7,4,2814
32,43,INT,FM,snowlord,Ivan Yeletsky,2931,W464B,D94W,W161B,W63W,L10W,W74B,W329B,L14W,W60B,L20W,W72W,7.5,67,67,39.5,0,7,5,2777
33,37,INT,GM,Zhigalko_Sergei,Sergei Zhigalko,2912,W154B,W233W,W389B,W105W,D14W,L15B,W72W,L10B,L34W,W90B,W84W,7.5,66.5,68.5,40.5,0,7,3,2829
34,57,CHL,GM,K_A_S_T_O_R,Rodrigo Vasquez,2838,W165B,W191W,D190W,W329B,W37W,L8W,L309B,W326W,W33B,L23W,W89B,7.5,63.5,68,42.25,0,7,4,2799
35,46,SYR,IM,Rsnr,Arsene Kukhmazov,2845,W465W,W60B,D326W,W371B,L2W,W249B,W86W,D20W,L9B,D89W,W78B,7.5,63.5,63.5,35.5,0,6,4,2754
36,110,IRN,FM,Gangster-accountant01,Barad Yeganegi,2685,W220B,W212W,D23W,L11B,D266W,W226W,W155B,W24W,W313B,L21B,D41W,7.5,63,66,40.25,0,6,3,2735
37,24,POL,IM,Kacparov,Kacper Drozdowski,2991,W334W,W431B,D372W,W78W,L34B,W75W,W327B,L310B,W39W,D19B,D31W,7.5,61.5,62.5,39.5,0,6,2,2788
38,13,USA,GM,DanielNaroditsky,Daniel Naroditsky,3181,W486B,W195W,D39B,W202B,D311W,D332B,L17W,W91B,L45B,W93W,W57W,7.5,61.5,61.5,37.5,0,6,3,2714
39,79,ARG,GM,Rodalquilar,Leonardo Tristan,2776,W286B,W277W,D38W,L4B,L94W,W334B,W88W,W329B,L37B,W79W,W77W,7.5,60.5,62,35.75,0,7,3,2710
40,64,CHN,NM,Abund,Qingyu Yuan,2734,W385W,L190B,W154W,W164B,L86W,W57B,W58W,W162B,L61W,D77B,W87W,7.5,60,62,40.75,0,7,3,2595
41,45,USA,GM,TigrVShlyape,Gata Kamsky,2866,W414B,W104W,L320B,W399W,W195B,W331W,U--,L9B,W58W,W59B,D36B,7.5,52.5,54,36.25,0,7,3,2648
42,58,RUS,FM,GoltsevDmitry2000,Goltsev Dmitry,2802,W159W,W100B,W98W,D2B,L317B,W338W,D18B,W320W,D20B,L16B,D60W,7,68,72,42.25,0,5,1,2820
43,88,UKR,NM,Aborigen_came,Alexey Jarovinsky,2803,W244B,W80W,L1B,W136W,W315W,L12B,W239W,L46B,W69W,W110B,L22W,7,68,71.5,38.5,0,7,2,2709
44,12,RUS,GM,Andreikka,Andrey Esipenko,3052,W132W,W338B,W384W,W327B,W335W,W46B,L3W,L5B,W310W,L8B,L11W,7,67,69,33.5,0,7,3,2928
45,205,GBR,FM,chessS1r,Daniel Kozusek,2600,W241B,L31W,W216W,L22B,W183B,W179W,W54B,W95B,W38W,L27B,L28W,7,66,69.5,38,0,7,4,2720
46,25,INT,IM,MyDream003,Zou Chen,2928,W138B,W58W,W391B,W50W,W331B,L44W,L311B,W43W,L51B,W67B,L26W,7,66,68,40,0,7,4,2779
47,31,ARE,IM,Kirill_Klukin,Kirill Klukin,2907,W77B,W424W,L50B,D328W,W88B,L73W,W79W,W74B,W318W,D17B,L29B,7,65.5,66.5,38.75,0,6,3,2687
48,74,UKR,IM,Mops_2004,Dmitriy Kushko,2760,W343W,W57B,L13W,W400B,W128W,L61B,W135W,W178B,W314B,L10W,L25B,7,64.5,66.5,35,0,7,4,2777
49,121,RUS,IM,Mikedannnn,Mikhael Garakov,2701,W156W,W255B,W19B,L30W,L7W,L77B,W144W,W128B,L110W,W153B,W101W,7,64,67,38,0,7,4,2637
50,106,INT,FM,Alexei_Gubajdullin,Alexei Gubajdullin,2740,W403B,W219W,W47W,L46B,L18B,W170W,W153B,L22B,W98W,W109B,L17W,7,64,66,35,0,7,3,2715
51,70,POL,GM,Byniolus,Zbigniew Pakleza,2842,W287W,W444B,L2W,W397B,W57W,L5W,W62B,W154B,W46W,L18W,L16B,7,64,65,30.5,0,7,4,2789
52,96,CAN,FM,Defend1r,Tymur Keleberda,2714,W133B,L189W,W276B,W77W,L6B,W344W,W98B,L25W,W100W,W97B,L19W,7,63.5,65.5,36,0,7,4,2680
53,32,RUS,GM,alexrustemov,Alexander Rustemov,2852,W234W,W432B,L323W,W100B,D74W,W90B,W73B,L2W,L72B,W319W,D54B,7,63,64,36.25,0,6,4,2721
54,92,RUS,IM,dedpihto_v_kozhanom_palto,Alexei Saveliev,2743,W315B,W349W,L16B,W101W,W93B,L313B,L45W,D139B,W191W,W82B,D53W,7,62.5,66.5,39.25,0,6,3,2662
55,154,ARG,FM,Ajedrez_con_German,German Spata,2607,W284W,D20W,D12B,W106B,L313W,W362B,L28B,W234W,W178B,L31W,W93B,7,62,63.5,33.75,0,6,4,2693
56,84,RUS,GM,Vladimir_2020,Vladimir Malakhov,2757,D114B,W169W,W81B,D18W,W350W,L22B,L324W,L100B,W134W,W137B,W103B,7,61.5,65.5,39.5,0,6,3,2630
57,216,ESP,FM,xakevicius91,Xavier Martinez Pla,2554,W246W,L48W,W184B,W330W,L51B,L40W,W208B,W118B,W99W,W66W,L38B,7,61.5,65,36,0,7,3,2724
58,164,ESP,FM,CrushingKings,Alejandro Domingo Nunez,2641,W252W,L46B,W185W,L315B,W106W,W111B,L40B,W131W,L41B,W162W,W95B,7,61.5,64.5,36.5,0,7,2,2631
59,139,CAN,CM,reevecanada,Aaron Mendes,2678,W196B,L13B,W159W,W189W,W358B,L27W,L93B,W80W,W162B,L41W,W114B,7,61,64,34.5,0,7,4,2669
60,187,DEU,CM,FuenfgegenWilly,Michael Kotyk,2654,W235B,L35W,W208B,D221B,W342W,W78W,L11B,W327W,L32W,W75B,D42B,7,60,64,35,0,6,3,2734
61,28,RUS,GM,VladimirKramnik,Vladimir Kramnik,2992,W153W,L103B,W352B,W280W,W320B,W48W,W26B,L4W,W40B,L9W,U--,7,60,62,38,0,7,4,2739
62,166,POL,FM,bipe137,Jakub Suder,2550,W367W,L25B,W111W,W174B,L28B,W345W,L51W,L138B,W165W,W169W,W99B,7,59.5,62.5,34,0,7,2,2617
63,109,INT,CM,fandebobbyfischer,Garry Anatholy Hernandez Ojeda,2713,D97W,W439B,W207W,L32B,D76B,W136W,L322B,W170W,W154B,L25W,W100W,7,58.5,59.5,32.75,0,6,2,2592
64,138,RUS,FM,Artem_0degov,Аrtеm Odеgоv,2676,W498W,L15W,W274B,W155B,L22W,W110B,L25B,L153W,W168B,W152B,W97W,7,58,58,29,0,7,5,2648
