Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,USA,GM,Hikaru,Hikaru Nakamura,3276,W177B,W365W,W44B,W375W,W7B,W38W,W16B,D2W,L4B,W31W,W8B,9.5,75,78,64.25,0,9,5,2965
2,6,CHL,GM,nihalsarin,Nihal Sarin,3211,W501W,W27B,D48W,W386B,W338W,W319B,W3W,D1B,W20W,D6B,W4W,9.5,74,74,61.25,0,8,3,2950
3,14,MDV,GM,FairChess_on_YouTube,Dmitry Andreikin,3064,W502W,D410B,W155B,W21W,W323B,W223W,L2B,W39B,W86W,W42W,W17B,9.5,65,65,54.25,0,9,4,2887
4,4,FRA,GM,LyonBeast,Maxime Vachier-Lagrave,3125,W392W,W302B,L14W,W421B,W60W,W30B,W6W,W18B,W1W,W5W,L2B,9,73,74,56,0,9,4,2937
5,18,USA,GM,SpeedofLight0,Andrew Hong,3111,W451W,W433B,W347W,W112W,W11B,L16W,W37B,W111W,W54W,L4B,W21B,9,66,67.5,50.5,0,9,4,2881
6,15,POL,GM,Polish_fighter3000,Jan-Krzysztof Duda,3057,W207B,W455W,W70B,W318W,W37B,D26W,L4B,W19W,W58B,D2W,D11B,8.5,76,77,55,0,7,4,2922
7,31,USA,GM,jefferyx,Jeffery Xiong,3067,W503B,W116W,W55B,W128B,L1W,W74W,W112B,D17B,W18W,L8B,W39W,8.5,73.5,73.5,51.5,0,8,4,2920
8,51,IND,GM,Harsha_Bharathakoti,Harsha Bharathakoti,2912,W106B,W479W,W101B,L82B,D56W,W151W,W13B,W83W,W25B,W7W,L1W,8.5,73,74,54.5,0,8,4,2854
9,39,INT,GM,Zhigalko_Sergei,Sergei Zhigalko,2912,W504B,D62W,D63B,W149W,W45B,W347W,L54B,W60W,W65B,W53B,D10W,8.5,67.5,67.5,49.25,0,7,4,2790
10,5,USA,GM,Konavets,Sam Sevian,3134,W359B,W456W,L19B,W71W,W364B,W346W,W23B,D31W,D26B,W36W,D9B,8.5,67,68,47.75,0,7,3,2852
11,52,UKR,GM,KuzubovYuriy,Yuriy Kuzubov,2973,W391W,W149B,W45W,W380B,L5W,L59B,W91W,W332B,W113W,W43B,D6W,8.5,65.5,68.5,48.25,0,8,4,2730
12,78,AZE,GM,GadimbayliA,Abdulla Gadimbayli,2853,L413B,W440W,D152B,W103B,W123W,W148B,W339W,D22B,W29W,D18B,W41W,8.5,62,64,50.75,0,7,2,2757
13,8,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3111,W432W,W457B,L223W,W63B,D332W,W324B,L8W,W64B,W84W,W37B,W26W,8.5,61.5,62.5,47,0,8,5,2786
14,85,ESP,GM,iwanyu,Alvar Alonso Rosell,2845,W425W,W472B,W4B,L16W,W386W,L43B,W251W,W330W,D47B,W319B,W42W,8.5,60,61,41.75,0,8,3,2880
15,44,IMN,FM,dmitrijiIM,Dmitry Rostovtsev,2888,W468W,W467B,D129W,L147B,W411B,W130W,L21W,W342B,W52W,W50W,W49B,8.5,56,57,40.5,0,8,4,2720
16,30,NLD,GM,GMBenjaminBok,Benjamin Bok,3076,W335W,W140B,W84W,W14B,W82W,W5B,L1W,L54B,W44W,L17B,W65W,8,75.5,80.5,56,0,8,3,2894
17,2,USA,GM,DanielNaroditsky,Daniel Naroditsky,3181,W469W,W69B,W54W,D338B,W58W,W53B,D18B,D7W,D42B,W16W,L3W,8,74,75,51.25,0,6,2,2949
