Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,4,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3111,W203W,W155B,W91W,W23B,W47W,W28B,W298W,W3W,L2B,D5B,W16W,9.5,76.5,80.5,66.5,0,9,3,3013
2,2,USA,GM,Hikaru,Hikaru Nakamura,3276,W355W,W124B,W53W,W352B,L4W,W104W,W19B,W18B,W1W,D3B,W9B,9.5,73.5,76.5,63,0,9,5,2970
3,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W136B,W128W,W72B,W359W,W33W,W9B,W4W,L1B,W297B,D2W,D5B,9,77.5,80.5,61.75,0,8,4,3001
4,17,USA,GM,OparinGrigoriy,Grigoriy Oparin,3086,W324B,W429W,W393B,W25W,W2B,W297W,L3B,D35B,W20W,D28B,W17W,9,71,72,55.25,0,8,3,2964
5,19,RUS,GM,dropstoneDP,David Paravyan,2992,W469B,W97W,W356B,D20B,W94W,W14B,D18W,W299W,W30B,D1W,D3W,9,71,71,53.75,0,7,4,2937
6,5,MDV,GM,FairChess_on_YouTube,Dmitry Andreikin,3064,W62B,W428W,L96B,W332W,W351B,W34B,L35W,W64W,W25B,W19W,W18B,9,65.5,66.5,53,0,9,5,2813
7,49,RUS,FM,GoltsevDmitry2000,Goltsev Dmitry,2802,W470B,W430W,W321W,L9B,L66W,W78B,W92B,W45W,W22B,W298B,W30W,9,62.5,62.5,47,0,9,5,2782
8,22,FRA,GM,Annawel,Jules Moussard,2989,W414W,W444B,L351W,W93B,W322W,D91B,W303W,W73B,D298W,W49B,W13W,9,55,56,46.5,0,8,4,2783
9,11,MEX,GM,Jospem,Jose Martinez,3073,W302B,W363W,W51B,W7W,W13B,L3W,D38B,W32W,W14B,W16B,L2W,8.5,79,82,59.75,0,8,5,2939
10,9,BLR,GM,DenLaz,Denis Lazavik,3104,W455B,W110W,W49B,W58W,L18B,W53W,L299B,W41W,W34B,D12B,W31W,8.5,72,73,54.75,0,8,3,2834
11,38,USA,GM,TigrVShlyape,Gata Kamsky,2866,L48W,W382B,W148W,W321B,W50W,W82W,W45B,D28B,L21W,W72W,W37B,8.5,66.5,69,50,0,8,4,2772
12,90,CHN,NM,Abund,Qingyu Yuan,2734,W471B,W370W,L33B,W182W,W181W,W307B,L28W,W26B,W67B,D10W,W35B,8.5,63.5,63.5,43.75,0,8,5,2820
13,94,RUS,GM,Gabrielian_Artur,Artur Gabrielian,2817,W188B,W65W,W391B,W17W,L9W,W52B,W24B,L15W,W23W,W43B,L8B,8,75.5,77.5,52,0,8,5,2884
14,24,USA,GM,DanielNaroditsky,Daniel Naroditsky,3181,W120W,W406B,W46W,W96W,W16B,L5W,D32W,W74B,L9W,W38B,D20W,8,74,76,50.75,0,7,4,2878
15,27,USA,GM,Shankland,Sam Shankland,2903,W119B,W93W,W121B,D32W,W57B,W75B,D29W,W13B,L16W,L30W,W49B,8,71,77,54,0,7,6,2843
