Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,6,RUS,GM,lachesisQ,Ian Nepomniachtchi,3160,W657W,W143B,W337W,W41B,W29W,W25B,W3B,W2W,W5W,L4B,W16W,10,79.5,79.5,70,0,10,4,3006
2,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3313,W235B,W472W,W128B,W43W,W6B,W13W,W21B,L1B,W51W,W9B,D4W,9.5,80.5,85.5,70.75,0,9,5,2995
3,2,USA,GM,Hikaru,Hikaru Nakamura,3276,W538W,W564B,W491W,W380B,W46W,W452B,L1W,W8W,D15B,W14W,W11B,9.5,68,70,55.75,0,9,4,2951
4,9,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3111,L233B,W509W,W414W,W181B,W376W,W337B,W41W,W455B,W7W,W1W,D2B,9.5,63.5,65,55.25,0,9,3,2847
5,3,CHL,GM,nihalsarin,Nihal Sarin,3211,W299B,W60W,W149B,W31W,W68B,D67W,W14B,W11W,L1B,D6W,W15B,9,80,84.5,66.5,0,8,5,2955
6,27,ESP,GM,Fandorine,Maksim Chigaev,2933,W261B,W478W,W376B,W70B,L2W,W464W,D26B,W454W,W48W,D5B,W31B,9,69.5,72.5,54.5,0,8,4,2854
7,40,KAZ,FM,Eagle_2019,Mamedov Edgar,2902,W658W,W553B,W87W,W71B,L13W,W490B,W458W,W21W,L4B,W75W,W30B,9,67.5,67.5,49.5,0,9,4,2829
8,33,IND,GM,Vaathi_Coming,Aravindh Chithambaram,2934,W481B,W317W,L85B,W569W,W147B,W72W,W152W,L3B,W70W,W25B,W37B,9,67,69,52.5,0,9,4,2793
9,12,RUS,IM,Rud_Makarian,Rudik Makarian,3031,W237W,L52B,W204W,W497B,W520W,W460B,W47B,W451W,W449B,L2W,W28W,9,66,69,52,0,9,4,2822
10,62,IND,IM,the_chess_child,Ilamparthi A R,2883,W641W,W363B,L69W,W163B,L203W,W171B,W120W,W115B,W81W,W44B,W23B,9,63.5,64.5,52,0,9,6,2719
11,38,FRA,IM,scarabee43,Marco Materia,2909,W242W,W212B,W470W,W85B,D12W,W27B,W16W,L5B,W50B,W51W,L3W,8.5,76,81,58.25,0,8,4,2969
12,7,GRC,GM,NikoTheodorou,Nikolas Theodorou,3104,W177B,W428W,W157B,W47W,D11B,L17W,W472W,W22B,W30W,L15W,W51B,8.5,73.5,74.5,53.25,0,8,4,2871
13,15,USA,GM,spicycaterpillar,Ray Robson,3072,W616B,W513W,W78B,W42W,W7B,L2B,W109W,D57B,L14W,W77W,W41B,8.5,73.5,74.5,52.75,0,8,4,2896
