Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,5,RUS,GM,Grischuk,Alexander Grischuk,3029,W233B,W450W,W25B,D33W,W335W,W15B,W30W,W9W,W2B,W23W,D3B,10,76,77,68.5,0,9,4,2865
2,4,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3038,W120W,W69B,W21W,W53B,W16W,W4W,D9B,W29W,L1W,W10B,W23B,9.5,82,88,73.75,0,9,4,2881
3,14,RUS,GM,Anton_Demchenko,Anton Demchenko,2908,W457W,W341B,W78W,W6B,L9W,W340B,W14W,W333B,W13W,W5B,D1W,9.5,75,76,62.5,0,9,5,2857
4,23,RUS,GM,BillieKimbah,Maxim Matlakov,2986,W487B,W51W,W274B,W19W,W329W,L2B,W81W,W330W,D10B,W13B,W9W,9.5,71.5,71.5,57.75,0,9,3,2877
5,19,RUS,GM,Sanan_Sjugirov,Sanan Sjugirov,2939,W150B,W115W,W89B,W81B,W331W,L13B,W46W,W75W,W328B,L3W,W20W,9,70.5,76,58.5,0,9,4,2828
6,52,IND,GM,adotand,,2861,W137W,W94B,W173B,L3W,L342W,W112B,W62W,W91B,W32B,W18W,W22W,9,70,75,60.5,0,9,5,2735
7,28,DEU,GM,Tormoz,Daniel Fridman,2868,W180W,W363B,W110W,L14B,W60W,W54B,W43W,L18B,W332W,W46B,W24W,9,69,73,57,0,9,3,2753
8,22,JPN,GM,Angry_Twin,Andrey Drygalov,2917,W117W,W62B,W300W,W376B,L13W,L43B,W79B,W340W,W141B,W327W,W14B,9,63.5,65.5,50.5,0,9,5,2763
9,35,URY,,anon6121824,,2898,W147B,W84W,W42B,W334W,W3B,W11W,D2W,L1B,W44W,W29W,L4B,8.5,81.5,87,62.75,0,8,3,2876
10,20,RUS,GM,VladimirKramnik,Vladimir Kramnik,2987,W389W,D343B,W144W,W66B,W168W,W55B,W327W,D13B,D4W,L2W,W37B,8.5,71.5,74.5,53.75,0,7,3,2799
11,2,RUS,GM,Duhless,Daniil Dubov,3096,W361W,W88B,W47W,D338W,W33B,L9B,L44W,W143W,W75B,W34W,W30B,8.5,68.5,72.5,54.5,0,8,4,2757
12,49,BRA,IM,RobertoJBM,Roberto Junio Brito Molina,2866,D143B,W470W,W362B,W343W,L328W,D62B,D144W,W227B,W36B,W329W,W29B,8.5,59.5,60,44.5,0,7,4,2713
13,1,SRB,GM,mishanick,Aleksei Sarana,3016,W104B,W313W,W61B,W374W,W8B,W5W,D29B,D10W,L3B,L4W,W39W,8,77,78,51,0,7,3,2864
14,57,ARM,GM,Hovik_Hayrapetyan,Hovik Hayrapetyan,2761,W178B,W85W,W145B,W7W,W333W,L29B,L3B,W45W,W51W,W71B,L8W,8,74,79,53,0,8,3,2791
