Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,7,VNM,GM,LiemLe,Liem Le,3096,W165W,W350B,D43W,W36B,W239W,W10B,W235W,W8B,L2W,W13B,W9W,9.5,72.5,73.5,60.5,0,9,5,2967
2,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3282,W294W,D75B,W272W,W279B,W4W,D236B,W25B,W7W,W1B,W19W,D3W,9.5,70,73,62.5,0,8,3,2873
3,6,IND,GM,GHANDEEVAM2003,Arjun Erigaisi,3074,W339B,W251W,L249B,W247W,W33W,W14B,W18W,W4W,D9B,W11W,D2B,9,72.5,73.5,60,0,8,2,2864
4,41,INT,GM,vladislavkovalev,Vladislav Kovalev,2854,W182W,W78B,W305W,W32B,L2B,W51W,W242W,L3B,W37W,W27W,W10B,9,70,72,53.5,0,9,3,2853
5,30,ESP,GM,jcibarra,José Carlos Ibarra Jerez,2872,W111B,W324W,W124B,L60W,W283B,W24W,D240B,D38W,W39B,W20W,W13W,9,63.5,65,52.25,0,8,4,2809
6,36,USA,GM,TigrVShlyape,Gata Kamsky,2934,W335B,W330W,W59B,W261W,D13B,U--,W250W,W121W,D7B,W36W,W19B,9,53,54,45.75,0,8,3,2820
7,13,RUS,GM,Grischuk,Alexander Grischuk,3092,W95W,W337B,W309W,D38B,W16W,W250B,D13W,L2B,D6W,W60B,W26B,8.5,68,69,47.5,0,7,4,2890
8,2,USA,GM,Hikaru,Hikaru Nakamura,3303,W366B,W252W,W270B,W257B,W15W,D235B,W12W,L1W,L11B,W38W,W25B,8.5,66.5,66.5,45.75,0,8,4,2913
9,10,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3101,W293B,L284W,W165B,W101W,W251B,W20W,W37W,W27B,D3W,W234B,L1B,8.5,65.5,68.5,51.5,0,8,5,2816
10,19,ROU,GM,BogdanDeac,Bogdan Daniel Deac,3089,W82W,W90B,D41W,W74W,W38B,L1W,D17B,W57W,W237B,W18W,L4W,8,73,79,53,0,7,3,2796
11,21,USA,IM,Mykola-Bortnyk,Mykola Bortnyk,3014,W303W,W28B,W285W,D61B,W17W,L13B,W58W,W239B,W8W,L3B,D16B,8,70.5,73,48.75,0,7,2,2897
12,23,RUS,GM,BillieKimbah,Maxim Matlakov,2934,W84W,W86B,W306W,W64B,W60W,W242B,L8B,L234W,W17B,D16W,D24B,8,69.5,71.5,48,0,7,4,2879
13,8,GRC,GM,NikoTheodorou,Nikolas Theodorou,3107,W220B,W269W,W244B,W280B,D6W,W11W,D7B,W39B,W234W,L1W,L5B,8,69.5,70.5,43.25,0,7,4,2911
14,45,INT,FM,snowlord,Ivan Yeletsky,2865,D131W,D46B,W147W,W132B,W44B,L3W,W86W,L37B,W49B,W45W,W41B,8,67,71.5,49.5,0,7,4,2626
15,35,USA,IM,Tactrics,Aaron Grabinsky,2901,W98W,W81B,W73B,W58W,L8B,W260B,L27W,L41B,W116B,W37W,W39B,8,67,71,48,0,8,5,2772
16,40,RUS,GM,alexrustemov,Alexander Rustemov,2831,W117B,W248W,W262B,D39W,L7B,D75B,W50W,W73B,W236W,D12B,D11W,8,67,71,48,0,6,3,2772
17,54,CHL,GM,K_A_S_T_O_R,Rodrigo Vasquez,2911,W383B,W125W,W97W,D40B,L11B,W109W,D10W,W245B,L12W,W42W,W54B,8,66.5,66.5,43,0,7,3,2752
18,37,HUN,GM,Sanan_Sjugirov,Sanan Sjugirov,3002,W256W,W247B,W45W,W249B,L235W,W73B,L3B,W246W,W41W,L10B,W36W,8,65,69.5,46,0,8,3,2779
19,53,POL,IM,Szparu,Miłosz Szpar,2782,W100W,L262B,W84W,W274W,W62B,W238B,W236W,W240W,W235B,L2B,L6W,8,65,68.5,46,0,8,3,2843
20,55,CHN,GM,ActorXu,Xu Yi,2868,W313W,W62B,W148B,L158W,W194B,L9B,W42W,W44B,W22W,L5B,W40W,8,65,67,45,0,8,4,2737
21,42,IDN,IM,yosephtaher,Yoseph Theolifus Taher,2926,W325B,D76W,W66B,W205W,L236B,W269W,W28W,L26B,W34W,W32B,D27B,8,62,63.5,43.25,0,7,3,2740
