Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,20,INT,GM,FairChess_on_YouTube,Dmitry Andreikin,3054,W161W,W523B,W61W,D94B,D8W,W23B,W31W,W12B,D2W,W41B,D4B,9,79,80.5,63.75,0,7,4,2865
2,11,BLR,GM,DenLaz,Denis Lazavik,3067,W449B,W458W,W44B,W43W,D13B,W15W,D397B,W17W,D1B,W16W,D7W,9,78,81.5,64.75,0,7,2,2896
3,6,USA,GM,FabianoCaruana,Fabiano Caruana,3105,W206W,W86B,W73W,W472B,W17W,D14B,D38W,W9B,L7B,W21W,W25B,9,77.5,80.5,63.5,0,8,4,2913
4,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3257,W95B,W142W,W181B,W21W,L397B,W57B,D5W,W401B,W67W,W7B,D1W,9,74.5,80,64,0.5,8,5,2888
5,23,RUS,GM,BillieKimbah,Maxim Matlakov,3042,W100B,W403W,W51B,D57W,W174B,W13W,D4B,W162W,L18W,W30B,W29W,9,74.5,80,64,0.5,8,4,2859
6,7,SVN,GM,Bigfish1995,Vladimir Fedoseev,3099,W134B,W26W,W470B,W48B,W162W,D9W,L7B,W405W,W399W,W18B,D8W,9,74.5,77.5,59.5,0,8,4,2902
7,15,MEX,GM,Jospem,Jose Eduardo Martinez Alcantara,3052,W377B,W415W,W410B,W411W,W56B,D18B,W6W,W38B,W3W,L4W,D2B,9,73.5,74.5,57,0,8,4,2953
8,55,INT,FM,snowlord,Ivan Yeletsky,2928,D448B,W179W,W52B,W50W,D1B,D107W,W421W,W400B,W38W,W14W,D6B,9,72,76,61.75,0,7,2,2838
9,16,USA,GM,LevonAronian,Levon Aronian,3056,W514W,W343B,W191W,W129B,W23W,D6B,W400W,L3W,D28B,W43W,W19B,9,70.5,72.5,55,0,8,3,2865
10,4,SRB,GM,mishanick,Aleksei Sarana,3109,W428W,L55B,W100W,W509B,W139W,W44B,L19B,W36W,W119B,W398W,W35W,9,68.5,70.5,55.5,0,9,3,2729
11,13,RUS,GM,dropstoneDP,David Paravyan,2985,W216B,W102W,W320B,W430W,W19B,L38W,D41B,W97W,D398B,W31W,W32B,9,68,71.5,56.75,0,8,4,2818
12,1,IRN,IM,MetiForce,,2879,U--,W579B,W123W,W203B,W422W,W432B,W125W,L1W,W120B,W63W,W18W,9,55.5,56,47,0,9,4,2730
13,50,RUS,IM,MatthewG-p4p,Matvey Galchenko,2850,W477W,W203B,W115W,W74B,D2W,L5B,W46W,L26B,W50W,W45B,W40W,8.5,74.5,77.5,56,0,8,3,2780
14,12,RUS,GM,Grischuk,Alexander Grischuk,3007,W202W,W452B,W120W,W398B,W405W,D3W,D67B,W25B,D16W,L8B,W47W,8.5,72.5,76.5,55.25,0,7,3,2880
15,43,LTU,GM,ContrVersia,Valery Kazakouski,2934,W550B,W132W,D55B,W66B,W20W,L2B,W178B,L398W,W62B,W89B,W38W,8.5,71,72,52.5,0,8,5,2804
16,35,RUS,GM,Sanan_Sjugirov,Sanan Sjugirov,2893,D484B,W424W,W68B,W62W,W94W,D119B,W104W,W397W,D14B,L2B,W41W,8.5,69.5,72,54.5,0,7,1,2815
17,46,RUS,GM,evgchess5,Evgeny Alekseev,2964,W362W,W365B,W423W,W432B,L3B,W409W,W56B,L2B,D45W,W94W,W39B,8.5,62,64,42.25,0,8,4,2802
18,5,FRA,GM,Firouzja2003,Alireza Firouzja,3127,W147B,W99W,D406B,W200W,W39B,D7W,W43B,W42W,W5B,L6W,L12B,8,76.5,81.5,56.25,0,7,4,2869
19,82,RUS,IM,Eduard_Limonov,Yaroslav Remizov,2829,W207B,W332W,W122B,W40B,L11W,W201B,W10W,L67W,W64B,W397W,L9W,8,71.5,74.5,49.5,0,8,5,2842
20,94,UKR,FM,PeshkaCh,Tykhon Cherniaiev,2786,W85W,W166B,W58W,D417W,L15B,W96W,L47B,D68W,W402B,W126W,W88B,8,68.5,73,51.25,0,7,3,2696
21,65,UKR,IM,Mops_2004,Dmitriy Kushko,2739,W515W,W463B,W103W,L4B,W87W,L229B,W403W,W51B,W56W,L3B,W71W,8,67.5,69.5,46.5,0,8,2,2766
22,34,RUS,GM,shimastream,Aleksandr Shimanov,2956,W123W,W228B,W496W,L23B,L26B,W88W,W427B,W101W,L32B,W55W,W63B,8,67,69,45,0,8,3,2690
23,125,POL,GM,tdf98pantani,pawel jaracz,2735,W244B,W447W,W495B,W22W,L9B,L1W,W433B,W121W,W72W,L25B,W65W,8,67,69,43,0,8,3,2814
24,80,RUS,FM,Bauman_Guy,Konstantin Popov,2853,W263B,W84W,W507B,L397B,W128W,L58B,W59W,L64W,W201B,W80B,W68W,8,64.5,66.5,45.5,0,8,4,2640
25,31,SRB,GM,Beca95,Aleksandar Indjic,2984,W376B,L59W,W536B,W132W,W141B,W410W,W101B,L14W,W44B,W23W,L3W,8,64.5,65.5,41,0,8,5,2745
26,167,TUR,CM,psychokiller48,Siar Yaran,2704,W518B,L6B,W468W,W148B,W22W,D405B,W39W,W13W,D27B,W28W,U--,8,64,66,50.25,0,7,2,2802
27,49,RUS,CM,stollenmonster,Egor Baskakov,2908,W534B,W124W,D425B,D55W,W415W,W440B,W58W,D40B,D26W,L29B,W56W,8,64,65,43.5,0,6,2,2701
28,63,ESP,GM,jcibarra,José Carlos Ibarra Jerez,2900,W140W,D429B,W522B,W106W,L67B,W459W,W419W,W407B,D9W,L26B,W61W,8,61.5,63,41.25,0,7,2,2741
29,136,RUS,IM,Korchmar_Vasiliy,Vasiliy Korchmar,2673,W288W,W154B,L417B,W127W,L437W,W95B,W131W,W412B,W401W,W27W,L5B,8,61,65,47.5,0,8,3,2695
