Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,USA,GM,Hikaru,Hikaru Nakamura,3303,W403W,W89B,W68W,D37B,W396W,W387B,W35W,W2W,D4B,W3W,W14B,10,73,77,68.75,0,9,3,2910
2,31,ARM,GM,Hrant_ChessMood,Hrant Melkumyan,2916,W166W,W77B,W126W,W395W,W399B,W21W,D4W,L1B,W86B,W36W,W10W,9.5,72,76,61.5,0,9,3,2877
3,7,MEX,GM,Jospem,Jose Eduardo Martinez Alcantara,3005,W202W,W383B,W46W,D378B,W22W,W32B,W5W,D11B,W373W,L1B,W4W,9,77.5,82.5,65.5,0,8,2,2899
4,3,FRA,GM,Firouzja2003,Alireza Firouzja,3155,W201W,W381B,W96W,W413B,W13W,W373W,D2B,W12B,D1W,W20W,L3B,9,77,80,61.25,0,8,3,2909
5,38,AZE,FM,ShiroglanTalibov,Talibov Shiroghlan,2788,W517B,W262W,W99B,W90W,W40W,D10B,L3B,W107W,W18B,D17B,W29W,9,73,73,55.5,0,8,3,2853
6,6,BLR,GM,DenLaz,Denis Lazavik,3079,W184B,W410W,D60B,W39W,W309B,W37W,L12W,W76B,W11W,D14B,W25W,9,71.5,74.5,58.25,0,8,3,2836
7,28,ESP,GM,Fandorine,Maksim Chigaev,2963,W97B,W45W,W443B,W412W,D86B,L11W,D379B,W164W,W61B,W67B,W20W,9,64.5,66.5,52.25,0,8,4,2768
8,27,HRV,GM,Elsa167,Leon Livaic,2844,W419W,L390B,W181W,L88B,W171W,W125B,W100W,W146B,W375W,W72B,W31W,9,61.5,64.5,53.5,0,9,3,2644
9,14,RUS,GM,Grischuk,Alexander Grischuk,3092,W544B,W339W,L395B,W441W,W90B,W68W,W376B,W25W,L20B,W33W,W19W,9,59.5,59.5,47.5,0,9,3,2756
10,19,RUS,GM,shimastream,Aleksandr Shimanov,3004,W219W,W491B,W64W,W55B,W27W,D5W,L11B,W42B,W30W,W13W,L2B,8.5,78,79,56.5,0,8,3,2828
11,48,RUS,FM,temus_galaktionov,Artem Galaktionov,2859,W101B,W88W,D80B,W334W,W124W,W7B,W10W,D3W,L6B,D40W,W36B,8.5,76.5,79,58.25,0,7,3,2856
12,30,RUS,FM,JimDiGrease,Ivan Zemlyanskii,2947,W451B,D129W,W98B,W69B,W16W,W86W,W6B,L4W,L36W,W39B,W42W,8.5,75,77,57.5,0,8,5,2826
13,33,SVN,GM,Anton_Demchenko,Anton Demchenko,2891,W132W,W409B,W127W,W164B,L4B,W64W,W383B,D18W,W35W,L10B,W45W,8.5,70,73,51.5,0,8,3,2796
14,13,USA,GM,Oleksandr_Bortnyk,Oleksandr Bortnyk,3101,W400W,L342B,W240B,W239W,W100B,W384W,W83B,W26W,W374B,D6W,L1W,8.5,65.5,67.5,51,0,8,4,2797
15,70,UKR,FM,PeshkaCh,Tykhon Cherniaiev,2848,D172W,W167B,L65W,W189B,W332W,W99B,W89W,L36B,W87W,W56B,W38B,8.5,65,67.5,50.25,0,8,5,2691
16,75,UKR,GM,sokidze,Ihor Samunenkov,2856,W354B,W359W,D165B,W65W,L12B,W390W,W106B,L35B,W73W,W54W,W40B,8.5,62,63,44.25,0,8,3,2766
