Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,5,FRA,GM,LyonBeast,Maxime Vachier-Lagrave,3127,W106W,W53B,W217W,W15B,D4W,W3B,W27W,W13W,W11B,L2B,D6W,9,80,82,64,0,8,4,2978
2,1,NOR,GM,MagnusCarlsen,Magnus Carlsen,3261,W78W,W80B,W30W,W263W,W241B,L13B,W5W,D4W,W27B,W1W,D3B,9,77,81.5,64.5,0,8,3,2937
3,7,FRA,GM,Firouzja2003,Alireza Firouzja,3112,W54W,W259B,W34W,W254B,W44B,L1W,D6B,W240W,W239W,W13B,D2W,9,74,79,61,0,8,4,2931
4,37,PNG,GM,ChristopherYoo,Christopher Woojin Yoo,2966,W155W,W251B,W252W,W293B,D1B,W9W,W28W,D2B,D23W,D11W,W26B,9,73,76,59,0,7,3,2939
5,21,ARM,GM,Njal28,Aram Hakobyan,2966,W348W,W273B,W23W,W64B,D25W,W165B,L2B,W37W,D238W,W22B,W13W,9,69.5,70.5,54.25,0,8,4,2832
6,32,RUS,GM,dropstoneDP,David Paravyan,3046,W380B,L99W,W348B,W72W,W253B,W58B,D3W,W9B,W10W,W23B,D1B,9,67,67,52.5,0,8,6,2800
7,10,INT,GM,FairChess_on_YouTube,Dmitry Andreikin,3038,W282B,D310W,D242B,W69W,W61B,W244W,L25B,W29W,W42B,W17B,W15W,9,66.5,69,57.25,0,8,4,2773
8,17,IND,GM,champ2005,Raunak Sadhwani,2974,L165W,W135B,W43W,W308B,W293W,L34B,W251W,W79W,W18B,W25B,W14W,9,62,64.5,52.5,0,9,4,2726
9,11,BLR,GM,DenLaz,Denis Lazavik,3038,W85W,D266B,W55W,W250B,W87W,L4B,W248B,L6W,W57B,W32W,W33W,8.5,69,73.5,53.25,0,8,3,2829
10,16,FRA,GM,Annawel,Jules Moussard,2988,W43B,W56W,D249B,L16W,W310W,W162B,W250B,W34W,L6B,W70B,W28W,8.5,67.5,70,50.25,0,8,4,2781
11,2,USA,GM,Hikaru,Hikaru Nakamura,3286,W350B,W101W,W255B,W240W,W272B,W246W,L13B,W25W,L1W,D4B,W27W,8.5,67.5,68.5,47,0,8,3,2917
12,12,SRB,GM,mishanick,Aleksei Sarana,3016,D121B,W376W,W266B,W307W,L35B,L16W,W172B,W77W,W249W,W30B,W24W,8.5,58.5,59,40.75,0,8,3,2702
13,4,USA,GM,FabianoCaruana,Fabiano Caruana,3125,W172B,W58W,W264B,W42W,W33B,W2W,W11W,L1B,W17W,L3W,L5B,8,78,82,55,0,8,3,2975
14,8,POL,GM,Polish_fighter3000,Jan-Krzysztof Duda,3000,W129B,L19W,W110B,W327W,W16B,W29W,L17B,W261B,W31W,W41W,L8B,8,70.5,72.5,47.5,0,8,4,2792
15,42,POL,GM,Matibar,Mateusz Bartel,2839,W130B,W141W,W19B,L1W,D24W,D259B,W53W,W260B,W40B,W238W,L7B,8,69,74,49.75,0,7,4,2799
16,77,GRC,FM,greekplayer1,Dimitris Makridis,2731,W363W,W86B,D40W,W10B,L14W,W12B,D87W,L241W,W77B,W97W,W41B,8,69,70,49.5,0,7,5,2823
17,38,AZE,GM,LastGladiator1,Aydin Suleymanli,2916,W154B,W38W,L183B,W77W,W53B,W273W,W14W,W22B,L13B,L7W,W46B,8,68.5,72.5,51.5,0,8,4,2785
18,43,RUS,GM,alexrustemov,Alexander Rustemov,2861,W186W,L77B,W68W,W131B,W19W,W104B,L26B,W56W,L8W,W58B,W45W,8,67.5,71,48.5,0,8,3,2682
19,111,IRN,FM,Ali_rastbod,Ali Rastbod,2683,W153W,W14B,L15W,W320W,L18B,W100W,L29B,W88W,W261B,W50B,W49W,8,66.5,68.5,45,0,8,3,2731
20,3,USA,GM,DanielNaroditsky,Daniel Naroditsky,3134,W258W,D242B,W310B,L183W,W266B,W57W,W51W,L239B,D49B,W60W,W23B,8,60.5,63,46,0,7,3,2739
