Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,1,USA,GM,Hikaru,Hikaru Nakamura,3303,W313W,W41B,L18W,W290B,W172W,D10B,W33B,W250W,W16B,W5W,W2W,9.5,70,72.5,60.25,0,9,4,2851
2,37,BIH,IM,mbojan,Bojan Maksimović,2915,W257W,W80B,W285W,W12W,W9B,W6W,D5B,D13B,W4W,W3W,L1B,9,81.5,84.5,66.5,0,8,2,2970
3,4,USA,GM,HansOnTwitch,Hans Niemann,3202,W288B,W87W,W22B,D62W,D258W,W30B,W26W,W19B,W7W,L2B,W9W,9,75,78,63.25,0,8,4,2871
4,12,SRB,GM,mishanick,Aleksei Sarana,3137,W91B,W85W,W55B,W244W,W112B,W247W,D13W,D5B,L2B,W24W,W17W,9,73.5,79,61.5,0,8,3,2899
5,7,DEU,GM,Msb2,Matthias Bluebaum,3052,W390W,W267B,W307W,W15B,W250W,W76B,D2W,D4W,W6B,L1B,W20W,9,71,71,52.5,0,8,4,2928
6,25,HUN,GM,Sanan_Sjugirov,Sanan Sjugirov,3002,W365W,W290B,W56W,W18B,W252W,L2B,W244W,W247B,L5W,W15B,W21B,9,70,71,53,0,9,5,2866
7,19,RUS,GM,Andreikka,Andrey Esipenko,2991,W210W,W89B,L286W,W133B,W43W,W269B,W27W,W8B,L3B,W25W,W14B,9,65.5,68.5,56.5,0,9,5,2787
8,29,NOR,GM,AryanTari,Aryan Tari,2949,W107W,W48B,W319W,W78B,W25W,L13B,W255W,L7W,W23B,D12W,W28B,8.5,72.5,74.5,53.25,0,8,4,2886
9,20,SRB,GM,DrVelja,Velimir Ivic,2975,W163B,W131W,W40B,W35W,L2W,W245B,D252W,W253B,W28W,W13W,L3B,8.5,70.5,75,54.25,0,8,4,2840
