Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,2,USA,GM,Hikaru,Hikaru Nakamura,3286,W303B,W264W,W8B,W27W,W18B,W45W,D35B,W4W,W13W,D3B,D2W,9.5,79,81.5,68.25,0,8,3,2978
2,14,GEO,GM,exoticprincess,Baadur Jobava,3002,W69W,W79B,W251W,W38W,L59B,W47W,W16B,W37W,W7B,W4W,D1B,9.5,75,80,68.75,0,9,3,2920
3,9,DEU,GM,Msb2,Matthias Bluebaum,3026,W381W,D261B,W105W,W221W,W33B,D7W,W38B,W11W,W14B,D1W,W13W,9.5,69,69,57.75,0,8,3,2930
4,8,CHN,GM,chesspanda123,Yu Yangyi,3047,W110B,W32W,W269B,W247W,W11B,W12W,W59W,L1B,W18W,L2B,W14W,9,77,81,62,0,9,3,2944
5,5,INT,GM,FairChess_on_YouTube,Dmitry Andreikin,3038,D66W,W311B,D261W,W85B,D78W,W197B,W33W,W247B,W28W,D6B,W11W,9,65,67,54,0,7,4,2792
6,3,USA,GM,DanielNaroditsky,Daniel Naroditsky,3134,W373W,W344B,W287W,L14B,W29W,W8B,D247B,W250W,W35B,D5W,W18B,9,65,65,49.25,0,8,4,2902
7,6,USA,GM,Konavets,Sam Sevian,3010,W62B,W288W,D221B,W42B,W28W,D3B,W22W,W248B,L2W,D10B,W21W,8.5,73.5,76,56.25,0,7,3,2894
8,52,TUR,GM,SantoBlue,Vahap Sanal,2916,W263W,W48B,L1W,W182B,W267B,L6W,W82B,W49W,W26W,W12B,D9W,8.5,71.5,75.5,52.75,0,8,5,2851
9,18,SRB,GM,Beca95,Aleksandar Indjic,2969,W115W,W313B,W102W,L25W,L272B,W123B,W261W,W103B,W38W,W43W,D8B,8.5,60.5,62.5,46.75,0,8,3,2747
10,28,SRB,GM,Alexandr_Predke,Alexandr Predke,2858,L111W,W188B,W354W,L260B,W298W,W65B,W184B,W40W,W249B,D7W,W29W,8.5,56.5,57.5,42.75,0,8,4,2692
11,23,INT,GM,aquarium76,Nodirbek Yakubboev,2939,W73B,W265W,W249B,W262W,L4W,W102B,W251W,L3B,W16W,W23B,L5B,8,71,75.5,48,0,8,4,2846
12,40,RUS,IM,Rud_Makarian,Rudik Makarian,2969,W127W,W316B,W182W,W51B,W20W,L4B,L13B,W36W,W47B,L8W,W40W,8,71,73,47.5,0,8,3,2877
