Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

155,310,FRA,FM,LLRChess,Leopold Le Ruyet,2626,L54W,W266B,L371B,L411W,W447B,W125W,L123W,L67B,W261B,W184W,D172B,5.5,23.75
155,260,DEU,FM,ArchibaldCerveza29,Joa Max Bornholdt,2468,L14W,W228B,L37B,W445W,D47W,L382B,L219W,W230B,L175W,W229B,W223W,5.5,23.75
157,272,BRA,FM,GiorgianBarbosa,Daniel Rangel,2516,D38W,L317W,D491B,W251B,L30W,D174B,W230B,L217W,W389B,L168B,W228W,5.5,23.5
158,259,IND,IM,AccioChess,Padmini Rout,2504,L23B,W150W,W473B,D87W,L383B,W220W,L100B,L92W,W224W,W219B,L105B,5.5,23.25
158,167,UKR,IM,viktorskliarov,Viktor Skliarov,2673,W285W,L9B,D416W,D134B,L136W,D213B,W221W,W385B,L92W,W166B,L104W,5.5,23.25
160,236,PRK,FM,DefiantChair,,2631,W507B,L96W,W121B,D50B,L93W,W275B,L105W,W224B,L41W,W221B,L100B,5.5,22.75
160,441,NIC,FM,WilliamAlfaroCaracas,William Alfaro Caracas,2360,D86W,W417W,W165B,L71W,L152B,L216B,L113W,W419W,W218B,L125B,W233W,5.5,22.75
160,241,FIN,FM,ErikRonka,Erik Rönkä,2486,L268B,W229W,W246B,L61B,W389W,L30B,L121W,W245W,W251B,D350B,L89W,5.5,22.75
163,319,INT,FM,Kotofeyca,Konstantin Begunov,2475,L249B,W293W,L432B,W272B,L102W,L52W,D234B,W390W,W164B,W365W,L99W,5.5,22.25
164,189,IND,CM,djokovic74,,2724,W327W,L83B,W197W,L355B,L116W,D419B,W225W,L135B,L163W,W230B,W221W,5.5,20.75
