Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,10,DEU,GM,GM_dmitrij,Dmitrij Kollars,2907,W405B,W295W,W68B,W8W,W279W,L2B,W17W,D28W,W25B,W7B,W16W,9.5,71.5,71.5,58.25,0,9,4,2914
2,3,FRA,GM,Firouzja2003,Alireza Firouzja,3112,D330W,W232B,W27W,W134B,W280W,W1W,D14B,D25W,W28B,W4W,W3B,9.5,70,71.5,62.5,0,8,4,2860
3,7,RUS,GM,dropstoneDP,David Paravyan,3046,W197W,W348B,W350W,D172B,W202W,W7B,W16B,W4W,W15B,W14W,L2W,9.5,64.5,66.5,54.75,0,9,4,2932
4,6,MEX,GM,Jospem,Jose Eduardo Martinez Alcantara,3021,W265B,W91W,W308B,W29W,W26B,W261B,W15W,L3B,W31W,L2B,W20W,9,73.5,76.5,57.5,0,9,4,2930
5,78,ARG,GM,Rodalquilar,Leonardo Tristan,2779,W359B,L349W,W380B,L45W,W82B,W43B,W74W,W85B,W255W,W18W,W14B,9,58.5,59.5,50.5,0,9,6,2641
6,2,BLR,FM,tsaruk_maks,Maksim Tsaruk,2731,U--,W426B,W136W,W228W,W88B,W278W,W261W,W257B,L14B,W253W,W26B,9,49.5,49.5,41.5,0,9,4,2834
7,45,RUS,GM,alexrustemov,Alexander Rustemov,2861,W381W,D66B,W70W,W282B,W64B,L3W,W269B,W68W,W26B,L1W,W31W,8.5,68.5,69.5,47.25,0,8,4,2785
8,46,URY,,anon6121824,,2898,W364B,W73W,W316B,L1B,W118W,W40B,D258W,D23W,W119B,W251B,D12W,8.5,66,67.5,47,0,7,5,2827
9,19,ARM,GM,Njal28,Aram Hakobyan,2966,W111W,W264B,W341W,D71B,L84B,W296W,W30W,W55B,W10W,L16W,W29B,8.5,65,67,49.75,0,8,3,2806
10,49,HUN,GM,sergiochess83,Sergey Grigoriants,2905,W307W,W384B,W343W,L15W,D264B,W42B,W34W,W67B,L9B,W37W,W25B,8.5,62.5,63.5,44.5,0,8,4,2712
