Number,Rk,Fed,Title,Username,Name,Rating,RND1,RND2,RND3,RND4,RND5,RND6,RND7,RND8,RND9,RND10,RND11,Score,Buchholz Cut 1,Buchholz,Sonneborn-Berger,Direct encounter,The greater number of wins including forfeits,Number of wins with Black pieces,AROC 1

1,22,UKR,GM,GOGIEFF,Anton Korobov,3008,W140W,W421B,W90W,W389B,D37W,W149B,W10W,W18W,D5B,W17B,D2W,9.5,72.5,75.5,62.5,0,8,4,2853
2,60,IND,IM,Legendinunknown,Harshavardhan GB,2886,W229W,L444B,W455W,W399B,W28W,W395W,W369B,W22B,W355W,W5W,D1B,9.5,61,63,56.25,0,9,3,2782
3,40,VNM,GM,crescentmoon2411,Nguyen Ngoc Truong Son,2873,W98W,W474B,W67W,W20W,L17B,W58B,L34W,W115B,W24W,W23W,W18B,9,74,75,59.5,0,9,4,2816
4,32,DEU,GM,rasmussvane,Rasmus Svane,2983,W200W,W132B,W374W,W25W,W395B,L5B,D62W,W61B,D7B,W355W,W17W,9,71,75,58,0,8,3,2820
5,8,UKR,GM,Baku_Boulevard,Rauf Mamedov,3044,W435B,W398W,W375B,W357W,W276B,W4W,W52W,D17B,D1W,L2B,W21W,9,70,72.5,54.25,0,8,3,2873
6,35,UZB,GM,Shield12,Shamsiddin Vokhidov,2884,W334B,W427W,W48B,D149W,D7W,W218B,W24W,W34B,W42B,D18W,D8W,9,70,71.5,55.75,0,7,5,2799
7,2,CHL,GM,nihalsarin,Nihal Sarin,3065,W453B,W159W,D35B,W386W,D6B,W389W,W357W,D13B,D4W,W36B,W19W,9,69.5,71.5,54.5,0,7,2,2823
8,29,USA,GM,jefferyx,Jeffery Xiong,3002,D328B,W185W,W329W,W387B,L149W,W155B,W89W,W45W,W54B,W12W,D6B,9,61,63,52,0,8,3,2728
9,17,RUS,GM,Krakozia,Denis Khismatullin,3017,W507B,D126W,W452B,W88W,L364B,W406W,W384W,W32B,D36W,W64B,W29W,9,58,58,45.75,0,8,4,2776
10,4,RUS,GM,Duhless,Daniil Dubov,3096,W445B,W34W,W61B,D82W,W47B,W32W,L1B,L64W,W50B,W26W,W33B,8.5,75.5,77.5,57.75,0,8,5,2832
11,5,BLR,GM,DenLaz,Denis Lazavik,3038,W101W,W65B,W40W,D381B,D82W,D384B,D83B,W57W,D15B,W37W,W39B,8.5,69,73.5,58.25,0,6,2,2778
12,26,RUS,GM,BillieKimbah,Maxim Matlakov,2986,W165W,L71B,W487B,W141W,W374B,W360B,W57W,W53B,D17W,L8B,W45W,8.5,68,69,49,0,8,4,2746
13,37,IND,GM,Vaathi_Coming,Aravindh Chithambaram,2923,W192B,W366W,W310B,L83B,W416W,W68W,W20B,D7W,L18B,W41W,W34W,8.5,67,70,51,0,8,3,2778
14,23,SRB,GM,Beca95,Aleksandar Indjic,2969,W116B,W495W,W30B,W384W,W57W,L52B,L53W,W218B,W360W,D34B,W38W,8.5,65.5,66.5,48.75,0,8,3,2738
15,63,RUS,IM,demon64fields,Oleg Vastrukhin,2903,W189B,W111W,L149B,W333W,L86B,W131W,W104B,W63W,D11W,W108B,W42B,8.5,65,67,50.75,0,8,4,2694
16,1,USA,GM,Hikaru,Hikaru Nakamura,3286,W396W,W492B,L389W,W150B,W84W,L57B,W362B,W149W,W60W,D21B,W32W,8.5,61,62,47,0,8,3,2707
17,6,SRB,GM,mishanick,Aleksei Sarana,3016,W518B,W193W,W371B,W29W,W3W,W21B,W355W,D5W,D12B,L1W,L4B,8,78,78,50.75,0,7,3,2899
18,14,IND,GM,vi_pranav,Pranav V,2961,W133W,D84B,W126W,W35W,W39B,W37B,W364W,L1B,W13W,D6B,L3W,8,77,82.5,56.25,0,7,2,2838
19,20,PER,IM,MITerryble,Renato Terry,2946,W91W,W86B,W24W,W69B,L52W,D44B,W382W,W364B,D64B,W58W,L7B,8,71,75.5,52.25,0,7,3,2817
20,3,USA,GM,GMWSO,Wesley So,3103,W424W,W469B,W89W,L3B,D117W,W35B,L13W,W376B,W61W,D54B,W53W,8,66.5,68,44,0,7,3,2760
21,28,INT,GM,Fandorine,Maksim Chigaev,2947,W508W,W113B,W449W,W218B,W115W,L17W,D45B,W62W,W33B,D16W,L5B,8,66.5,66.5,41.5,0,7,3,2834
22,19,RUS,GM,dropstoneDP,David Paravyan,3046,W455B,D452W,D77B,W113W,W90B,W40W,W368B,L2W,W53B,L29B,W69W,8,65.5,67.5,45.5,0,7,4,2741
23,13,USA,GM,TigrVShlyape,Gata Kamsky,2970,D185B,W328W,W365W,W66B,D33W,L62B,W398W,W371B,W69W,L3B,W58W,8,64,66,43.75,0,7,2,2734
24,113,RUS,GM,Goryachkina,Aleksandra Goryachkina,2647,W280W,W281B,L19B,W396W,W59B,W370W,L6B,W369W,L3B,W111B,W63W,8,63.5,67,41,0,8,3,2765
